kind,#,name,N_SentenceSize,N_SentenceSize (score),N_XMLSize,N_XMLSize (score),R_Stability,R_Stability (score),N_InEdgeCount,N_InEdgeCount (score),N_OutEdgeCount,N_OutEdgeCount (score),R_XMLSimilarity,R_XMLSimilarity (score),R_XMLUniqueness,R_XMLUniqueness (score),N_PointlessAbstraction,N_PointlessAbstraction (score),R_TextSimilarity,R_TextSimilarity (score),N_TextSize,N_TextSize (score),N_SubSectionWidth,N_SubSectionWidth (score),N_SubSectionDepth,N_SubSectionDepth (score),N_BrokenRefs,N_BrokenRefs (score),N_BackRefs,N_BackRefs (score),N_TextSimilar,N_TextSimilar (score),R_TextUniqueness,R_TextUniqueness (score)
file,25,seu1379685731670.xml,3.0,0.11378841865114968,10.0,0.028089471996843324,1.0,0.0,2.0,0.7012410892866301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.09048535069547203,1.0,0.0,1.0,0.13642867715991513,0.0,0.0,1.0,0.8563957074133465,0.0,0.0,0.0,0.0
file,1022,dc_vrp_ospf_feature_0019.xml,4.0,0.1359360180461921,34.0,0.04774470393844484,1.0,0.0,2.0,0.7012410892866301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.11958666272072606,1.0,0.0,1.0,0.13642867715991513,0.0,0.0,1.0,0.8563957074133465,0.0,0.0,0.0,0.0
file,313,cn_00_27_000101.xml,1.0,0.05144702776140063,19.0,0.028089471996843324,1.0,0.0,1.0,0.4386635212062157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.03654927493341225,1.0,0.0,1.0,0.13642867715991513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file,1017,BMC Remedy IT Service Management Suite 9.0 : Return on Investment sub-component,3.0,0.11378841865114968,6772.0,0.5074107869491233,0.8,0.0,3.0,0.8274014052002667,12.0,0.6654700241038002,0.0,0.0,0.0,0.0,1.0,0.38701984717164983,0.26666666666666616,0.7934691461549844,214.0,0.3382657591003255,2.0,0.3559480929589974,2.0,0.7021512804065723,0.0,0.0,0.0,0.0,85.0,0.7524480902332735,0.5882352941176471,0.8525871849257634
file,270,Wheel - Change Parts_0001513888.xml,9.0,0.21563148855451025,193.0,0.09733902192409184,0.6,1.0,3.0,0.8274014052002667,2.0,0.3055797733217088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.14666568018151327,1.0,0.0,1.0,0.13642867715991513,0.0,0.0,2.0,0.8835080794375231,0.0,0.0,0.0,0.0
file,149,dc_vrp_feature_l2mc_0007.xml,23.0,0.4938863397503268,102.0,0.08162963328318824,1.0,0.0,2.0,0.7012410892866301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477.0,0.5848377231922659,1.0,0.0,1.0,0.13642867715991513,0.0,0.0,1.0,0.8563957074133465,0.0,0.0,0.0,0.0
file,198,cn_37_02_2C0000.xml,177.0,0.824254697393043,1297.0,0.1378085772768749,0.4,1.0,6.0,0.9292271398533258,9.0,0.5838504538694292,1.0,0.995264637695457,1.0,1.0,0.0,0.0,0.22513464991023344,0.7691264243081931,4084.0,0.8666518693893657,1.0,0.0,1.0,0.13642867715991513,0.0,0.0,5.0,0.9156778093006044,5.0,0.6691104844911561,1.0,1.0
file,445,APU door mechanism (DMC-J3-A-31-13-00-08A-941A-A_010-00),1.0,0.05144702776140063,93708.0,0.9298872968507238,0.5,1.0,2.0,0.7012410892866301,2.0,0.3055797733217088,0.0,0.0,0.0,0.0,79.0,0.9674085850556439,0.0,0.0,342.0,0.49639932919009566,2.0,0.9923274288251838,2.0,0.7021512804065723,0.0,0.01653442539032506,0.0,0.0,0.0,0.0,0.0,0.0
file,59,dc_vrp_ftp_feature_0001.xml,1.0,0.05144702776140063,20.0,0.0407654936003354,1.0,0.0,2.0,0.7012410892866301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.03654927493341225,1.0,0.0,1.0,0.13642867715991513,0.0,0.0,1.0,0.8563957074133465,0.0,0.0,0.0,0.0
file,102,Pylon 5 fuselage attachments (DMC-J3-A-31-12-00-T5A-941A-A_013-00),1.0,0.05144702776140063,6888.0,0.5136501516683518,0.5,1.0,2.0,0.7012410892866301,2.0,0.3055797733217088,0.0,0.0,0.0,0.0,2.0,0.4797169085594133,0.0,0.0,60.0,0.10503600670809904,2.0,0.44688409730103124,2.0,0.7021512804065723,0.0,0.01653442539032506,0.0,0.0,0.0,0.0,0.0,0.0
